knapPI_1_5000_1000_1,GEN,1487,25016,25011,267222,276457,38360;44036;50015;52047;55553;61074;65012;66360;70829;77541;77966;78643;80100;82331;83775;84987;87265;90912;91639;93034;94474;96924;98016;101723;101814;103371;105180;105799;109194;111443;111779;113804;114176;117414;117587;118534;121685;122755;124930;129218;131748;131748;134429;135642;137716;139473;141420;145868;146104;147652;150312;152116;152317;155438;157379;157624;159991;163947;163867;165120;166711;167935;168162;169226;170704;171643;173335;176561;175570;179128;180675;180675;181511;182924;184354;184354;185347;186873;187523;188631;190306;191683;192591;193799;195251;195251;196212;196948;197210;197960;199645;200496;201769;202530;204153;204314;206379;207160;208740;209756;210263;210434;211285;211296;212897;212921;213779;214723;214940;216199;216534;217875;218748;219035;220741;221562;221253;222094;222648;222754;222754;223144;224085;224144;224959;225797;226783;227601;228620;229586;229417;229975;229851;230911;231535;232267;233358;233133;233133;233939;234955;234955;235733;236077;236490;237797;238296;238684;238842;239951;239999;240864;240864;241593;241593;241893;242245;242530;243079;243639;243856;244097;244595;245410;245410;245972;247087;247666;248478;248478;248710;248710;249247;249340;249340;249346;249857;250042;250328;250457;250874;251096;251915;252116;252116;252116;252804;252889;252853;253277;253664;253664;254169;254455;254565;254843;254876;254894;255166;255353;255666;255884;256035;256212;256212;256253;256253;256422;257276;257365;257499;257699;257856;257856;257856;258049;258139;258240;258240;258403;258533;259354;259354;259403;259621;259692;260071;260568;260397;260581;260776;260776;261546;262282;262282;262417;262610;263226;263226;263976;263524;263704;264095;264095;264746;264986;265343;265452;265993;266199;266321;266321;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222;267222,100,500,100,2,0.05
knapPI_1_5000_1000_1,GEN,1165,25016,25014,263231,276457,38386;41447;49352;58174;62776;66732;71138;75676;81154;81787;88373;93612;97015;97505;99892;105050;108077;111066;111067;112845;113163;113661;115086;116580;117425;119591;120215;120215;122477;123759;124548;126765;127511;128855;130571;130783;132171;134787;135791;136190;138471;139841;140361;141696;144070;146063;147817;149580;151992;153086;153510;154759;156734;157055;157640;157327;159289;161431;161975;163104;163612;164446;166935;166935;167686;168670;168078;170223;171124;172187;173520;174326;175760;176396;176765;179467;179918;181202;181635;183292;183612;184611;185793;186260;187553;189245;189868;190559;191812;192851;193917;194418;195344;197255;197502;197738;198963;200884;203460;203460;204796;204796;205777;207294;207772;209474;210183;210183;210761;211828;212002;214011;214011;214372;214791;215468;216218;215773;216149;216714;217273;217541;218441;219755;219778;220942;221060;222638;223417;223564;223715;224079;225644;225644;226406;226660;226877;227731;228464;228996;229026;229820;229906;230484;230478;231245;231198;231655;231782;233336;233720;233993;234185;234365;235392;235603;236349;236349;237614;237863;237863;238601;238609;239348;239348;239759;240362;240570;240648;240977;240977;241139;241480;242360;242699;242945;243016;243800;243800;244255;244255;244430;244898;245775;246501;247278;247354;248347;248103;248599;248746;248801;249401;249163;249772;250096;250916;250916;250871;251051;251542;251542;251584;251786;251991;252446;252037;252446;252446;252446;252446;252446;252704;252704;253276;253641;253641;253798;254432;254467;254584;255562;255689;255689;256043;256814;256814;256860;257335;257335;257620;257755;257769;258108;258108;258327;258493;258493;258805;258805;258805;259085;259430;259472;259659;260165;260337;260291;260540;260820;260902;261040;261288;261412;261520;261587;261587;261685;261806;261806;261806;261806;261850;261850;262017;262371;262371;262371;262409;262697;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231;263231,100,500,100,2,0.05
knapPI_1_5000_1000_1,GEN,798,25016,25016,246588,276457,37518;42348;46696;50080;61145;66000;70725;73142;79094;85622;85622;85622;90657;92355;94988;96238;99252;100102;103310;104395;106924;109294;112339;115331;115331;116873;119161;120320;121922;124079;126856;129534;129132;131235;134328;137184;138510;139146;141068;143747;144345;145128;149062;149727;149727;150501;151870;154474;155454;156771;158080;159319;160960;161703;163265;163681;164460;168350;168591;169356;169980;171792;172666;173851;174185;175771;177069;179814;179491;181091;181437;182571;183314;184939;185080;187151;186918;189218;188886;189201;189603;190322;191115;191486;192769;192897;193835;194697;195355;195916;196654;196636;197061;198022;199357;199357;200798;200989;201982;203236;205205;205893;205240;207242;207542;207682;208409;209604;212071;212071;212071;212319;212902;213748;213649;214282;216113;217028;216037;216857;218028;217824;218300;219013;219429;219669;220662;221574;221429;221965;222362;221821;222497;222497;222672;224090;224136;225007;225700;225766;226915;227247;227654;229248;229514;230981;230707;231190;231877;232280;233451;233887;234035;234832;235290;236013;236176;236364;236984;236903;237050;237101;237101;237319;238252;238308;239254;239426;239561;240616;241418;241909;241909;242231;242231;242843;242843;243707;244016;244812;244631;244712;244733;244729;245159;245315;245315;246074;246074;246129;246461;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588;246588,100,500,100,2,0.05
knapPI_1_5000_1000_1,GEN,727,25016,25011,253593,276457,40149;41903;48652;57034;61311;67836;75763;80439;81939;84126;86380;89660;90569;92020;93677;97584;99906;103139;104376;106744;110854;113100;115975;119485;119940;122385;122707;123924;125940;127817;129413;130277;133175;134904;136605;138573;139854;142704;145870;148268;150363;152036;152696;155024;157134;159868;162081;163926;166123;168675;169452;169792;171370;174373;174766;178920;179264;181055;184033;185600;186528;187901;189086;190356;191050;191689;192642;194233;195810;198070;199638;200640;201986;203296;203913;204579;205586;207189;207708;208389;209194;210847;211641;212874;212880;212931;213448;213910;214389;214992;216468;218054;218736;218894;219381;219839;220514;221249;221555;221823;222881;223769;225180;226048;226604;227540;228532;229272;229272;230237;231045;231086;231915;232644;233888;235001;235755;237205;237929;239413;240518;240674;240907;241858;242540;242661;242988;243388;243560;244431;244464;244724;245304;245304;246055;246189;246344;246357;246543;246543;247080;247758;248155;249020;249020;249813;250355;250779;251288;251984;251984;252150;252254;252714;252728;252767;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593;253593,100,500,100,5,0.05
knapPI_1_5000_1000_1,GEN,926,25016,25000,260422,276457,35772;43816;50708;57514;67755;71945;75017;80613;81343;83531;84493;87162;88484;91265;93814;99003;103054;104137;105975;109296;110643;112461;115779;118354;120230;121724;122393;124364;127194;127888;129993;132466;133676;136313;139132;139660;140738;143740;143800;144973;146236;147934;150814;152226;154273;155618;158475;160572;164067;166116;167791;168682;171584;172097;173009;174425;175196;177050;178166;179348;180339;181394;183560;184538;185426;186658;188494;189393;191404;192859;194970;195134;195597;196894;198363;199996;201334;201338;202006;202769;203634;204173;204637;206051;206660;207868;208745;210203;211616;212797;213526;215068;215068;216467;217440;217542;218124;219235;219555;220337;221911;222459;223264;224042;224897;226152;226198;227786;227786;228072;228311;228647;228647;229227;229811;229889;230056;230594;230883;231458;231617;231738;232575;233767;235554;236450;236996;237988;238184;239051;239650;240088;240899;240899;241287;241395;241786;241786;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242461;242482;242583;243159;243159;243207;243211;243211;243234;243980;244340;244920;245516;245685;246207;246334;246881;247409;247672;248501;248688;249080;249112;249661;249770;250218;250231;250377;251088;251796;252555;253336;253336;253804;254137;255021;255816;255973;256424;256651;256927;257594;258116;258116;259064;259348;259407;259841;260261;260336;260336;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422;260422,100,500,100,5,0.05
knapPI_1_5000_1000_1,GEN,490,25016,25016,226556,276457,37754;42209;51671;57023;60006;68173;72397;74890;81764;82976;83941;86395;88273;89417;90108;91962;93572;95729;97081;100121;100498;103439;104649;108412;109737;111011;113859;115923;118391;122195;123561;125863;127533;129806;132005;132481;134005;135094;136736;139299;140996;143858;145296;146548;151018;152366;154031;155323;156797;158891;161003;161301;163500;164525;166322;167550;169285;171424;173361;175274;177056;177522;179320;179543;180989;182701;183726;185979;187469;189035;189814;190076;191476;191933;193002;194249;195723;195898;197581;199329;199885;200671;201145;202765;203468;204135;204692;205827;207466;208164;209292;209618;210227;211118;212260;213670;213956;215413;216275;217343;217712;217873;218383;219705;219975;221156;222077;222985;225269;225269;226018;226018;226108;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556;226556,100,500,100,5,0.05
knapPI_1_5000_1000_1,GEN,765,25016,25016,241866,276457,37829;42806;48662;53253;58062;60855;64760;68253;70401;72729;73884;74599;76702;78562;81471;83550;85907;90293;92489;93029;94127;96438;97837;99167;102817;103490;104676;107885;110425;111712;114481;117632;118494;119818;121161;123371;124711;124711;126079;128392;130154;132078;134021;135683;137463;139955;141270;142613;145078;146039;146864;148555;150454;151512;153041;154828;156777;158270;159653;160609;162594;163061;164864;166829;167839;170076;172153;172809;174762;176827;178282;179834;181908;182956;184066;185277;185862;186802;188575;189082;190227;192603;193497;194330;195860;196451;197351;197868;198691;198854;199221;199797;200585;200663;201442;202343;203828;205563;206259;206702;207174;207845;208646;210037;210929;211586;211945;213099;214151;215492;216773;218276;219390;220050;220861;221174;222288;222626;224194;224720;224992;225518;225759;225880;226214;226248;226927;227374;229406;229924;230669;231410;232420;234199;235316;235461;236066;236479;236910;237253;237528;237528;237982;238402;238672;238986;239406;239640;240393;241246;241246;241246;241246;241246;241246;241246;241246;241246;241246;241246;241246;241246;241246;241246;241690;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866;241866,100,500,100,10,0.05
knapPI_1_5000_1000_1,GEN,851,25016,25015,229943,276457,36089;41580;47720;52131;56412;63502;67168;68815;69823;71416;73704;76688;78850;81352;83945;85570;87488;88466;90717;92501;93746;96284;98880;100497;104267;106305;109074;111780;112248;115108;116321;117450;118250;121609;123598;126644;129302;132131;135025;135349;136202;136778;138462;140455;142698;145243;147119;149636;151438;152510;153405;154343;155785;157549;158732;159496;161721;162224;163988;164929;166760;167935;168701;169636;170549;171841;173357;175878;177897;179693;180999;181278;181463;182885;184120;184866;186187;187911;188599;189519;191246;193234;193321;194426;195870;198728;200212;200891;202210;203479;204647;206002;206577;207032;208028;209310;210977;211895;213743;215541;216697;217358;218390;219237;220154;221100;221846;222263;223001;224004;225261;226389;227429;228417;229002;229002;229089;229361;229361;229361;229361;229361;229361;229361;229361;229361;229361;229361;229366;229586;229599;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229794;229854;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943;229943,100,500,100,10,0.05
knapPI_1_5000_1000_1,GEN,989,25016,25014,249211,276457,38932;45675;50123;55901;60978;63418;64013;66907;69267;70875;73632;74604;75715;77151;79263;80589;82427;85566;87871;89416;91470;92670;93463;96018;98258;100484;102283;106159;107347;108830;112057;113184;115071;116701;118522;120934;121202;124361;127264;129613;130930;134406;136100;138910;143091;144077;144811;145111;146141;147407;148169;149933;151192;152697;153465;155094;156667;157577;158909;159833;161236;162674;163653;164892;166097;167279;168826;170034;171952;172000;173402;173949;175515;178700;180657;181234;181590;183427;184425;185320;186270;186964;188253;188630;188976;189987;190923;191793;194466;195400;197433;198462;199878;200826;201306;201873;202164;203484;203908;205168;206051;206476;207239;208881;209657;210863;213067;214310;216240;217186;217709;218156;219025;219611;219628;220285;220804;221061;222035;223213;223384;224860;225689;226187;226836;227443;228259;228861;229154;229975;230579;230876;231630;232731;233131;233842;234469;235150;236583;236583;237058;237382;238633;238856;239481;239884;240179;240302;241190;241720;241821;242766;243870;244387;244935;244980;245032;245032;245032;245175;245351;245989;246259;246713;247302;247302;247302;247302;247302;247302;247302;247302;247302;247302;247302;247302;247302;247302;247302;247302;247302;247302;247302;247376;247451;247451;247451;247451;247451;247451;247451;247451;247451;247451;247451;247451;247451;247451;247451;247451;247451;247461;247662;247975;248332;248684;248684;249156;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211;249211,100,500,100,10,0.05
knapPI_1_5000_1000_1,GEN,2751,25016,25015,271025,276457,38041;41580;48186;53710;64754;68833;74732;78301;85255;87953;94496;97843;101460;109091;112464;113553;116304;118599;122440;123156;124884;127974;130842;133434;135173;137235;137014;140436;141277;143187;144086;145757;150638;148890;149595;150305;152934;153444;154856;156389;156667;159166;160493;160505;161238;162069;163361;164308;165582;166737;168281;171195;172890;173149;174786;174415;176000;178391;178610;181860;180904;182313;184836;185469;189342;190733;192135;194171;194293;194774;195691;195691;195691;197306;198442;198442;198672;201932;201932;203419;202859;202437;204877;204877;205569;207404;208279;208938;210237;211638;211778;212227;213047;213191;215036;216736;216258;218443;217960;218941;218457;219342;221224;221224;221224;221395;222824;223808;223808;224354;225028;225817;225817;226785;227099;227793;228927;229475;230760;231090;232652;232652;233172;233172;233593;233518;234444;234444;234468;235376;235376;235144;235173;235747;236332;236332;237281;238359;237600;238170;238468;238865;239240;239910;240867;240867;241101;241845;242918;243054;244551;244452;245141;245644;246547;246534;247282;248023;248299;248299;248637;248644;249694;249694;250173;250023;250049;250351;250450;251041;251278;251466;251466;251513;251534;251762;252535;253118;253293;253990;254061;254309;254309;254718;254750;254978;255567;256749;256749;256749;257184;257187;257187;257187;258064;258535;258818;258393;258748;258997;259236;259361;259913;260151;260393;260228;260362;261353;261353;261517;261963;261711;261711;261934;261796;261927;262098;262563;262547;262274;262274;262351;262405;262612;262612;262835;263362;263272;263368;263506;263938;263991;263991;264638;264638;264638;264644;264910;265171;265171;265469;266175;266175;266325;266377;266707;266412;266412;267005;267005;267005;267388;267388;267565;267565;267565;267565;267659;267676;267676;267676;267862;267862;267933;268078;268056;268282;268353;268466;268664;269023;268860;269132;269367;269496;269450;269730;269914;270304;270304;270353;270371;270353;270332;270578;270582;270582;270664;270682;270682;270682;270682;270682;270682;270867;270867;270867;271076;270867;270867;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025;271025,200,500,200,2,0.05
