knapPI_3_1000_1000_1,GEN,46,4990,4982,4182,14390,4182;4182;4182;4182;4182;4182;4182;4182;4182;4182,50,10,2,0.05
knapPI_3_1000_1000_1,GEN,100,4990,4986,4486,14390,4325;4289;4289;4201;4217;4255;4360;4371;4421;4368;4368;4434;4434;4434;4434;4434;4434;4434;4462;4481;4481;4481;4488;4488;4488;4483;4483;4483;4483;4483;4483;4483;4483;4483;4486;4486;4486;4486;4486;4486;4486;4486;4486;4486,50,30,2,0.05
knapPI_3_1000_1000_1,GEN,36,4990,4989,4389,14390,4339;4339;4346;4339;4339;4361;4389;4389;4389;4390;4390;4389;4389;4389;4389;4389;4389;4389;4389;4389;4389,50,50,2,0.05
knapPI_3_1000_1000_1,GEN,26,4990,4990,4490,14390,4379;4388;4386;4403;4390;4478;4456;4485;4485;4485;4485;4485;4487;4488;4490;4490;4490;4490;4490;4490;4490;4490;4490;4490,50,100,2,0.05
knapPI_3_1000_1000_1,GEN,4,4990,4903,4403,14390,4383;4364;4344;4362;4362;4382;4457;4382;4382;4382;4382;4382;4382;4382;4429;4429;4429;4382;4382;4382;4382;4382;4382;4382;4403;4403;4403;4403;4403;4403;4403;4403;4403;4403,100,10,2,0.05
knapPI_3_1000_1000_1,GEN,17,4990,4975,4475,14390,4357;4315;4387;4372;4378;4401;4401;4401;4401;4401;4401;4401;4401;4459;4457;4432;4461;4461;4461;4461;4461;4461;4461;4461;4470;4475;4475;4475;4475;4475;4475;4475;4475;4475;4475,100,30,2,0.05
knapPI_3_1000_1000_1,GEN,28,4990,4990,4490,14390,4389;4389;4381;4381;4381;4381;4382;4382;4415;4415;4483;4483;4483;4490;4483;4483;4483;4483;4490;4490;4490;4490;4490;4490;4490;4490;4490;4490,100,50,2,0.05
knapPI_3_1000_1000_1,GEN,26,4990,4988,4488,14390,4332;4384;4381;4380;4469;4381;4431;4443;4445;4445;4487;4487;4487;4487;4487;4487;4487;4487;4488;4488;4488;4489;4488;4488;4488;4488;4488;4488;4488;4488;4488;4488,100,100,2,0.05
knapPI_3_1000_1000_1,GEN,2,4990,4982,4382,14390,4334;4251;4382;4382;4382;4382;4382;4382;4382;4382;4382;4382,150,10,2,0.05
knapPI_3_1000_1000_1,GEN,3,4990,4981,4381,14390,4302;4381;4381;4381;4381;4381;4381;4381;4381;4381;4381,150,30,2,0.05
knapPI_3_1000_1000_1,GEN,10,4990,4977,4477,14390,4346;4346;4380;4346;4373;4392;4392;4392;4480;4480;4480;4477;4477;4477;4477;4477;4477;4477;4477;4477;4477,150,50,2,0.05
knapPI_3_1000_1000_1,GEN,24,4990,4989,4389,14390,4289;4363;4358;4385;4385;4385;4389;4389;4389;4389;4389;4390;4389;4389;4389;4389;4389;4389;4389;4389;4389;4389,150,100,2,0.05
knapPI_3_1000_1000_1,GEN,2,4990,4958,4358,14390,4358;4358;4358;4358;4358;4358;4358;4358;4358;4358,200,10,2,0.05
knapPI_3_1000_1000_1,GEN,5,4990,4988,4388,14390,4340;4340;4340;4340;4383;4347;4351;4379;4379;4379;4379;4384;4388;4388;4388;4388;4388;4388;4388;4388;4388;4388,200,30,2,0.05
knapPI_3_1000_1000_1,GEN,8,4990,4990,4390,14390,4290;4453;4321;4321;4361;4390;4390;4390;4435;4453;4435;4403;4390;4390;4390;4390;4390;4390;4390;4390;4390;4390,200,50,2,0.05
knapPI_3_1000_1000_1,GEN,24,4990,4987,4487,14390,4284;4380;4390;4390;4389;4416;4467;4467;4471;4489;4489;4489;4487;4490;4487;4487;4487;4487;4487;4487;4487;4487;4487;4487,200,100,2,0.05
knapPI_3_1000_1000_1,GEN,2,4990,4979,4379,14390,4337;4337;4338;4338;4338;4379;4379;4379;4379;4379;4379;4379;4379;4379;4379,250,10,2,0.05
knapPI_3_1000_1000_1,GEN,4,4990,4979,4379,14390,4280;4280;4328;4328;4379;4379;4379;4379;4379;4379;4379;4379;4379;4379,250,30,2,0.05
knapPI_3_1000_1000_1,GEN,11,4990,4987,4487,14390,4279;4312;4343;4378;4343;4362;4449;4454;4454;4455;4455;4454;4454;4454;4471;4471;4471;4471;4487;4487;4487;4487;4487;4487;4487;4487;4487;4487,250,50,2,0.05
knapPI_3_1000_1000_1,GEN,37,4990,4990,4490,14390,4337;4386;4476;4476;4476;4461;4399;4379;4480;4480;4480;4480;4480;4480;4490;4490;4490;4490;4490;4490;4490;4490;4490;4490,250,100,2,0.05
knapPI_3_1000_1000_1,GEN,2,4990,4981,4381,14390,4344;4344;4344;4344;4344;4344;4344;4344;4344;4381;4381;4381;4381;4381;4381;4381;4381;4381;4381,300,10,2,0.05
knapPI_3_1000_1000_1,GEN,4,4990,4949,4449,14390,4389;4383;4383;4383;4449;4449;4449;4449;4449;4449;4449;4449;4449;4449,300,30,2,0.05
knapPI_3_1000_1000_1,GEN,7,4990,4987,4387,14390,4395;4385;4385;4377;4388;4385;4387;4428;4387;4387;4387;4387;4387;4387;4387;4387;4387;4387,300,50,2,0.05
knapPI_3_1000_1000_1,GEN,34,4990,4987,4387,14390,4373;4383;4385;4385;4385;4386;4390;4390;4388;4387;4387;4387;4387;4387;4389;4389;4387;4387;4387;4387;4387;4387;4387;4387;4387;4387,300,100,2,0.05
knapPI_3_1000_1000_1,GEN,2,4990,4984,4184,14390,4184;4184;4184;4184;4184;4184;4184;4184;4184;4184,400,10,2,0.05
knapPI_3_1000_1000_1,GEN,5,4990,4977,4377,14390,4256;4377;4353;4353;4353;4377;4377;4377;4377;4377;4377;4377;4377;4377;4377,400,30,2,0.05
knapPI_3_1000_1000_1,GEN,20,4990,4990,4490,14390,4364;4358;4386;4414;4414;4414;4435;4486;4486;4486;4490;4490;4490;4490;4490;4490;4490;4490;4490;4490,400,50,2,0.05
knapPI_3_1000_1000_1,GEN,22,4990,4990,4490,14390,4294;4374;4374;4358;4358;4388;4472;4472;4472;4480;4480;4490;4490;4490;4490;4490;4490;4490;4490;4490;4490,400,100,2,0.05
knapPI_3_1000_1000_1,GEN,1,4990,4979,4279,14390,4279;4279;4279;4279;4279;4279;4279;4279;4279;4279,500,10,2,0.05
knapPI_3_1000_1000_1,GEN,3,4990,4989,4389,14390,4346;4389;4389;4389;4389;4389;4389;4389;4389;4389;4389,500,30,2,0.05
knapPI_3_1000_1000_1,GEN,7,4990,4987,4387,14390,4308;4382;4331;4371;4376;4387;4387;4387;4387;4387;4387;4387;4387;4387;4387,500,50,2,0.05
knapPI_3_1000_1000_1,GEN,21,4990,4989,4389,14390,4380;4380;4387;4380;4383;4389;4380;4387;4387;4387;4387;4387;4387;4389;4387;4387;4387;4387;4387;4387;4387;4389;4389;4389;4389;4389;4389;4389;4389;4389;4389,500,100,2,0.05
knapPI_3_1000_1000_1,GEN,1,4990,4980,4380,14390,4330;4330;4357;4380;4380;4380;4380;4380;4380;4380;4380;4380;4380,50,10,2,0.1
knapPI_3_1000_1000_1,GEN,4,4990,4989,4489,14390,4278;4340;4277;4438;4438;4438;4407;4438;4407;4489;4489;4489;4489;4489;4489;4489;4489;4489;4489,50,30,2,0.1
knapPI_3_1000_1000_1,GEN,8,4990,4990,4390,14390,4290;4290;4434;4361;4361;4361;4454;4454;4454;4454;4454;4390;4390;4390;4390;4390;4390;4390;4390;4390;4390,50,50,2,0.1
knapPI_3_1000_1000_1,GEN,32,4990,4990,4490,14390,4338;4349;4488;4488;4489;4489;4489;4489;4489;4489;4489;4489;4485;4489;4489;4489;4489;4489;4489;4489;4489;4488;4488;4488;4490;4490;4490;4490;4490;4490;4490;4490;4490;4490,50,100,2,0.1
knapPI_3_1000_1000_1,GEN,1,4990,4973,4373,14390,4266;4207;4373;4321;4256;4373;4373;4373;4373;4373;4373;4373;4373;4373;4373,100,10,2,0.1
knapPI_3_1000_1000_1,GEN,6,4990,4990,4390,14390,4309;4309;4336;4340;4340;4343;4390;4390;4436;4390;4390;4390;4390;4390;4390;4390;4390;4390;4390,100,30,2,0.1
knapPI_3_1000_1000_1,GEN,8,4990,4987,4387,14390,4367;4298;4264;4326;4323;4323;4373;4373;4379;4379;4386;4386;4386;4387;4387;4387;4387;4387;4387;4387;4387;4387;4387,100,50,2,0.1
knapPI_3_1000_1000_1,GEN,31,4990,4987,4487,14390,4384;4422;4381;4379;4480;4470;4490;4489;4489;4487;4487;4488;4490;4490;4490;4481;4486;4488;4488;4483;4483;4483;4483;4486;4489;4489;4489;4490;4487;4487;4487;4487;4487;4487;4487;4487;4487;4487,100,100,2,0.1
knapPI_3_1000_1000_1,GEN,2,4990,4987,4287,14390,4155;4234;4234;4234;4234;4234;4276;4276;4276;4276;4276;4276;4276;4282;4282;4282;4283;4283;4283;4287;4287;4287;4287;4287;4287;4287;4287;4287;4287,150,10,2,0.1
knapPI_3_1000_1000_1,GEN,10,4990,4990,4490,14390,4386;4387;4387;4387;4441;4449;4485;4485;4485;4485;4488;4485;4485;4485;4485;4485;4485;4485;4490;4490;4490;4490;4490;4490;4490;4490;4490;4490,150,30,2,0.1
knapPI_3_1000_1000_1,GEN,15,4990,4985,4385,14390,4289;4363;4390;4390;4389;4378;4380;4380;4380;4388;4388;4388;4385;4385;4385;4385;4385;4385;4385;4385;4385;4385,150,50,2,0.1
knapPI_3_1000_1000_1,GEN,34,4990,4990,4390,14390,4332;4371;4371;4371;4471;4443;4438;4390;4399;4452;4452;4389;4389;4389;4389;4389;4389;4389;4389;4390;4390;4390;4390;4390;4390;4390;4390;4390;4390,150,100,2,0.1
knapPI_3_1000_1000_1,GEN,4,4990,4962,4262,14390,4284;4247;4209;4099;4267;4262;4262;4262;4262;4262;4262;4262;4262;4262;4262,200,10,2,0.1
knapPI_3_1000_1000_1,GEN,7,4990,4987,4487,14390,4267;4282;4302;4302;4302;4376;4376;4422;4399;4377;4462;4463;4462;4468;4462;4468;4468;4468;4468;4487;4487;4487;4487;4487;4487;4487;4487;4487;4487,200,30,2,0.1
knapPI_3_1000_1000_1,GEN,5,4990,4988,4488,14390,4340;4390;4462;4462;4455;4488;4488;4488;4488;4488;4488;4488;4488;4488;4488,200,50,2,0.1
knapPI_3_1000_1000_1,GEN,20,4990,4988,4488,14390,4284;4378;4365;4488;4450;4469;4452;4469;4464;4471;4471;4473;4478;4481;4488;4488;4488;4488;4488;4488;4488;4488;4488;4488,200,100,2,0.1
knapPI_3_1000_1000_1,GEN,2,4990,4987,4387,14390,4284;4113;4176;4176;4330;4330;4330;4330;4330;4342;4387;4387;4387;4387;4387;4387;4387;4387;4387;4387,250,10,2,0.1
knapPI_3_1000_1000_1,GEN,3,4990,4983,4383,14390,4283;4385;4383;4383;4383;4383;4383;4383;4383;4383;4383;4383,250,30,2,0.1
knapPI_3_1000_1000_1,GEN,8,4990,4978,4478,14390,4355;4288;4378;4378;4378;4382;4382;4405;4438;4444;4438;4472;4454;4456;4456;4472;4472;4490;4472;4478;4478;4478;4478;4478;4478;4478;4478;4478;4478,250,50,2,0.1
