dataset1.csv,GEN,255,80,8,271
dataset2.csv,GEN,57,32,7,270
f9_l-d_kp_5_80,GEN,77,80,72,68
knapPI_2_10000_1000_1,GEN,246,49877,49877,51359
f10_l-d_kp_20_879,GEN,24,879,688,956
f8_l-d_kp_23_10000,GEN,18,10000,9694,9703
