knapPI_1_5000_1000_1,REF,698,25016,25016,276457,276457,null,null
knapPI_1_2000_1000_1,REF,111,10011,10011,110625,110625,null,null
knapPI_3_1000_1000_1,REF,20,4990,4990,14390,14390,null,null
knapPI_2_5000_1000_1,REF,502,25016,25016,44356,44356,null,null
knapPI_1_1000_1000_1,REF,21,5002,5002,54503,54503,null,null
