knapPI_1_5000_1000_1,REF,721,25016,25016,297187,276457,null,null
knapPI_1_2000_1000_1,REF,105,10011,10011,117872,110625,null,null
knapPI_3_1000_1000_1,REF,22,4990,4990,4490,14390,null,null
knapPI_2_5000_1000_1,REF,520,25016,25016,47636,44356,null,null
knapPI_1_1000_1000_1,REF,21,5002,5002,58305,54503,null,null
