knapPI_1_5000_1000_1,REF,701,25016,25016,297187,276457,null,null
knapPI_1_2000_1000_1,REF,114,10011,10011,117872,110625,null,null
knapPI_3_1000_1000_1,REF,20,4990,4990,4490,14390,null,null
knapPI_2_5000_1000_1,REF,486,25016,25016,47636,44356,null,null
knapPI_1_1000_1000_1,REF,19,5002,5002,58305,54503,null,null
